PROVID,PROVNAME,PROVIDERFIRSTNAME,PROVIDERLASTNAME,PROVNPI,PROVZIPCODE,PROVTYPECODE,PROVTYPEDESC,SPECCODE,SPECDESC,SPECROLLUPCODE,SPECROLLUPDESC,IMPLIEDSPECCODE,IMPLIEDSPECDESC,RC,MEMCOUNT,PAIDAMT
330544214,Provider - 330544214,,,,33136,F,,IS0023,Hospital,,,IS0005,Blood Bank,1,1,0
330559134,"KELLEY, DOUGLAS MD",,,~NULL,,~NULL,,IS0009,Chiropractic,,,IS0013,Durable Medical Equipment,1,1,0
330301800,Provider - 330301800,,,~NULL,,~NULL,,IS0011,Dermatology,,,IS0011,Dermatology,1,1,0
330220693,Provider - 330220693,,,,02284,P,,11,Internal medicine,,,IS0024,Immunizations,1,1,0
330230654,Provider - 330230654,,,,04915,P,,88,Unknown supplier/provider specialty,,,IS0026,Laboratory,1,1,0
330544320,Provider - 330544320,,,,43214,F,,01,General Practice,,,IS0049,Professional Services,1,1,0
330055638,Provider - 330055638,,,,77210,F,,IS0023,Hospital,,,IS0012,Non-PBM Drug,1,1,0
330544457,Provider - 330544457,,,,45429,F,,01,General Practice,,,IS0044,Skilled Nursing Facility,3,1,0
330143064,Provider - 330143064,,,,33021,P,,20,Orthopedic surgery,,,IS0037,Outpatient Care,1,1,0
330073647,Provider - 330073647,,,,16508,P,,IS0029,Neurology,,,IS0029,Neurology,2,1,0
330352171,Provider - 330352171,,,,15010,P,,20,Orthopedic surgery,,,IS0042,Radiology,1,1,0
330252124,Provider - 330252124,,,,67201,P,,50,Nurse practitioner,,,IS0034,Orthopedics,1,1,0
330218936,Provider - 330218936,,,,04938,P,,37,Pediatric medicine,,,IS0023,Hospital,2,1,0
330544797,Provider - 330544797,,,,10016,F,,25,Physical medicine and rehabilitation,,,IS0006,Cardiology,2,1,0
330544782,Provider - 330544782,,,,30384,F,,IS0023,Hospital,,,IS0042,Radiology,4,1,0
330156194,Provider - 330156194,,,,33173,P,,03,Allergy/immunology,,,IS0037,Outpatient Care,1,1,0
330347210,Provider - 330347210,,,,16127,F,,IS0023,Hospital,,,IS0037,Outpatient Care,1,1,0
330558163,Provider - 330558163,,,,67201,F,,IS0023,Hospital,,,IS0013,Durable Medical Equipment,1,1,0
330510472,Provider - 330510472,,,~NULL,,~NULL,,08,Family practice,,,IS0037,Outpatient Care,2,1,0
330241926,Provider - 330241926,,,,75001,F,,93,Emergency medicine,,,IS0037,Outpatient Care,1,1,0
330345449,Provider - 330345449,,,,16125,F,,IS0023,Hospital,,,IS0043,Rehabilitation Therapies,1,1,0
330233382,Provider - 330233382,,,,19178,F,,AC17,Dialysis,,,IS0026,Laboratory,1,1,0
330544799,"CARROLL, MIKE MD",,,,44266,F,,IS0023,Hospital,,,IS0046,Urology,1,1,0
330179913,Provider - 330179913,,,,10021,P,,IS0006,Cardiology,,,IS0023,Hospital,2,1,0
330183031,Provider - 330183031,,,,85072,F,,59,Ambulance service supplier,,,IS0002,Ambulance,4,1,0
330544228,"FISCH, STINE MD",,,,33173,F,,88,Unknown supplier/provider specialty,,,IS0000,ALL OTHERS,1,1,0
330244832,Provider - 330244832,,,,24701,P,,IS0038,Pathology,,,IS0005,Blood Bank,6,1,0
330082848,Provider - 330082848,,,,33655,P,,IS0038,Pathology,,,IS0026,Laboratory,27,3,0
1003964800,KAISER FOUNDATION HOSPITALS,,,,30384,P,,IS0038,Pathology,,,IS0026,Laboratory,32,1,0
330359004,Provider - 330359004,,,,44223,F,,01,General Practice,,,IS0041,Pulmonary,1,1,0
330551056,Provider - 330551056,,,1376734475,11030,F,,93,Emergency medicine,,,IS0037,Outpatient Care,1,1,0
330345449,Provider - 330345449,,,,16125,F,,IS0023,Hospital,,,IS0026,Laboratory,13,1,0
330023536,Provider - 330023536,,,,89102,F,,IS0023,Hospital,,,IS0033,Operating Room,1,1,0
330414197,Provider - 330414197,,,,15251,P,,49,Ambulatory surgical center,,,IS0006,Cardiology,1,1,0
330296102,Provider - 330296102,,,,07752,F,,IS0023,Hospital,,,IS0012,Non-PBM Drug,2,1,0
330067557,Provider - 330067557,,,,10023,P,,26,Psychiatry,,,IS0044,Skilled Nursing Facility,2,1,0
330443917,Provider - 330443917,,,,44512,P,,01,General Practice,,,IS0021,Home Care,1,1,0
330295441,Provider - 330295441,,,,44146,F,,A1,Skilled Nursing Facility (SNF),,,IS0041,Pulmonary,2,1,0
330559134,"KELLEY, DOUGLAS MD",,,,19191,F,,AC17,Dialysis,,,IS0035,Other Supplies,1,1,0
330332567,Provider - 330332567,,,,16601,F,,IS0023,Hospital,,,IS0011,Dermatology,1,1,0
330422834,Provider - 330422834,,,,44310,P,,11,Internal medicine,,,IS0023,Hospital,3,1,0
330179506,Provider - 330179506,,,,44004,P,,IS0040,Podiatry,,,IS0023,Hospital,6,1,0
330243209,Provider - 330243209,,,,10469,P,,IS0006,Cardiology,,,IS0006,Cardiology,1,1,0
330544214,Provider - 330544214,,,,33136,F,,IS0023,Hospital,,,IS0031,Obstetrics/Gynecology,1,1,0
330275021,Provider - 330275021,,,,111XX,F,,11,Internal medicine,,,IS0044,Skilled Nursing Facility,1,1,0
330496711,Provider - 330496711,,,,34748,P,,08,Family practice,,,IS0037,Outpatient Care,1,1,0
330240797,"MORIGAKI, MATTHEW MD",,,,33143,F,,93,Emergency medicine,,,IS0026,Laboratory,6,1,0
330001205,Provider - 330001205,,,1336159961,606930078,F,,70,Multi-specialty Clinic or Group,,,IS0037,Outpatient Care,1,1,0
330544457,Provider - 330544457,,,,42101,F,,IS0023,Hospital,,,IS0044,Skilled Nursing Facility,1,1,0
330355024,Provider - 330355024,,,,44194,P,,30,Diagnostic radiology,,,IS0042,Radiology,6,1,0
330092158,Provider - 330092158,,,,67206,P,,IS0052,Ophthalmology,,,IS0037,Outpatient Care,1,1,0
330545959,"KURTZ, KATIE MD",,,1235167594,11555,P,,37,Pediatric medicine,,,IS0017,Eye Care,1,1,0
330070753,Provider - 330070753,,,,67201,P,,IS0038,Pathology,,,IS0005,Blood Bank,6,2,0
330046578,Provider - 330046578,,,,67226,P,,IS0009,Chiropractic,,,IS0037,Outpatient Care,1,1,0
330117136,Provider - 330117136,,,,02129,P,,37,Pediatric medicine,,,IS0023,Hospital,3,1,0
330355730,Provider - 330355730,,,,16511,F,,IS0023,Hospital,,,IS0043,Rehabilitation Therapies,18,1,0
330146158,Provider - 330146158,,,,89119,F,,IS0023,Hospital,,,IS0041,Pulmonary,3,1,0
330506052,Provider - 330506052,,,,07724,F,,IS0023,Hospital,,,IS0023,Hospital,1,1,0
330304198,Provider - 330304198,,,,44130,P,,IS0040,Podiatry,,,IS0023,Hospital,3,1,0
330368402,Provider - 330368402,,,,33176,P,,11,Internal medicine,,,IS0006,Cardiology,1,1,0
330544188,"LATTIMER, DANIELLE MD",,,1346235314,606781382,F,,70,Multi-specialty Clinic or Group,,,IS0006,Cardiology,3,1,0
1043499700,"THE DALTON CLINIC OF CHIROPRACTIC, INC.",,,,43326,F,,01,General Practice,,,IS0026,Laboratory,8,1,0
330193427,Provider - 330193427,,,,33179,P,,26,Psychiatry,,,IS0027,Mental Health,3,1,0
330221504,Provider - 330221504,,,,85285,F,,AC29,Home Health Care,,,IS0013,Durable Medical Equipment,1,1,0
330295441,Provider - 330295441,,,,44146,F,,A1,Skilled Nursing Facility (SNF),,,IS0043,Rehabilitation Therapies,14,1,0
330243070,Provider - 330243070,,,,15251,P,,11,Internal medicine,,,IS0023,Hospital,1,1,0
330380588,Provider - 330380588,,,,33144,F,,72,Diagnostic laboratory,,,IS0026,Laboratory,9,1,0
330232302,Provider - 330232302,,,,02129,P,,37,Pediatric medicine,,,IS0023,Hospital,1,1,0
330544307,Provider - 330544307,,,,452630042,F,,IS0023,Hospital,,,IS0042,Radiology,3,1,0
330156827,Provider - 330156827,,,,55430,P,,IS0028,Nephrology,,,IS0023,Hospital,2,1,0
330494622,Provider - 330494622,,,,33744,P,,01,General Practice,,,IS0037,Outpatient Care,1,1,0
330125907,Provider - 330125907,,,,10087,P,,30,Diagnostic radiology,,,IS0042,Radiology,3,1,0
330354096,Provider - 330354096,,,,16601,F,,IS0023,Hospital,,,IS0031,Obstetrics/Gynecology,1,1,0
330028711,Provider - 330028711,,,,02284,F,,IS0023,Hospital,,,IS0037,Outpatient Care,1,1,0
330096900,Provider - 330096900,,,,02901,F,,59,Ambulance service supplier,,,IS0002,Ambulance,3,1,0
330417974,Provider - 330417974,,,,44304,P,,93,Emergency medicine,,,IS0042,Radiology,1,1,0
330531081,Provider - 330531081,,,,85260,F,,01,General Practice,,,IS0047,Vascular Surgery,2,1,0
330036107,Provider - 330036107,,,,33434,P,,08,Family practice,,,IS0037,Outpatient Care,1,1,0
330176074,Provider - 330176074,,,,89052,P,,IS0028,Nephrology,,,IS0037,Outpatient Care,6,1,0
330262920,Provider - 330262920,,,,85268,P,,08,Family practice,,,IS0006,Cardiology,1,1,0
330383401,Provider - 330383401,,,,33134,P,,IS0011,Dermatology,,,IS0011,Dermatology,1,1,0
330544457,Provider - 330544457,,,,45429,F,,01,General Practice,,,IS0021,Home Care,3,1,0
330351128,Provider - 330351128,,,,16602,F,,IS0023,Hospital,,,IS0016,ENT,2,1,0
330070753,Provider - 330070753,,,,67201,P,,IS0038,Pathology,,,IS0026,Laboratory,89,3,0
330412408,Provider - 330412408,,,,44266,P,,93,Emergency medicine,,,IS0037,Outpatient Care,2,1,0
330439990,Provider - 330439990,,,,44212,F,,A1,Skilled Nursing Facility (SNF),,,IS0012,Non-PBM Drug,3,1,0
330319896,Provider - 330319896,,,,08050,F,,IS0023,Hospital,,,IS0000,ALL OTHERS,3,1,0
330232852,Provider - 330232852,,,,10019,P,,IS0029,Neurology,,,IS0037,Outpatient Care,2,1,0
330298669,Provider - 330298669,,,,44514,F,,99,Unknown physician specialty,,,IS0043,Rehabilitation Therapies,5,1,0
330233261,Provider - 330233261,,,,33157,P,,IS0040,Podiatry,,,IS0012,Non-PBM Drug,1,1,0
330347210,Provider - 330347210,,,,16127,F,,IS0023,Hospital,,,IS0041,Pulmonary,1,1,0
330544224,Provider - 330544224,,,,33150,F,,IS0023,Hospital,,,IS0014,Emergency Room,1,1,0
330544198,"LEWIS, NOAH MD",,,1336159961,606949600,F,,70,Multi-specialty Clinic or Group,,,IS0006,Cardiology,7,1,0
330544457,Provider - 330544457,,,,42101,F,,IS0023,Hospital,,,IS0021,Home Care,4,1,0
330544418,Provider - 330544418,,,,37244,F,,IS0023,Hospital,,,,,1,1,0
330544387,Provider - 330544387,,,,19101,F,,72,Diagnostic laboratory,,,,,2,1,0
330300566,Provider - 330300566,,,,98026,P,,93,Emergency medicine,,,IS0037,Outpatient Care,1,1,0
330170765,Provider - 330170765,,,,55435,P,,11,Internal medicine,,,IS0024,Immunizations,2,1,0
330506053,Provider - 330506053,,,,07724,F,,IS0023,Hospital,,,IS0041,Pulmonary,3,1,0
330463722,Provider - 330463722,,,,672018493,F,,IS0023,Hospital,,,IS0043,Rehabilitation Therapies,3,1,0
330313636,Provider - 330313636,,,,07047,F,,IS0023,Hospital,,,IS0035,Other Supplies,6,1,0
330307261,Provider - 330307261,,,,44278,F,,A1,Skilled Nursing Facility (SNF),,,IS0016,ENT,3,1,0
330544214,Provider - 330544214,,,,33136,F,,IS0023,Hospital,,,IS0012,Non-PBM Drug,4,1,0
330096272,Provider - 330096272,,,,55447,P,,05,Anesthesiology,,,IS0006,Cardiology,1,1,0
330341588,Provider - 330341588,,,,19176,P,,49,Ambulatory surgical center,,,IS0024,Immunizations,2,1,0
330544741,Provider - 330544741,,,,33136,P,,02,General surgery,,,IS0014,Emergency Room,3,1,0
330419693,Provider - 330419693,,,,44130,P,,11,Internal medicine,,,IS0019,Gastroenterology,1,1,0
330559134,"KELLEY, DOUGLAS MD",,,,33176,P,,08,Family practice,,,IS0026,Laboratory,2,1,0
330262921,Provider - 330262921,,,,85268,P,,08,Family practice,,,IS0026,Laboratory,1,1,0
330214939,Provider - 330214939,,,,33631,P,,93,Emergency medicine,,,IS0014,Emergency Room,1,1,0
330032741,Provider - 330032741,,,,77094,F,,59,Ambulance service supplier,,,IS0002,Ambulance,2,1,0
330272272,Provider - 330272272,,,,33176,P,,IS0006,Cardiology,,,IS0006,Cardiology,3,1,0
330465820,Provider - 330465820,,,,91356,F,,01,General Practice,,,IS0023,Hospital,1,1,0
330075227,Provider - 330075227,,,,19101,F,,25,Physical medicine and rehabilitation,,,IS0006,Cardiology,1,1,0
330252109,Provider - 330252109,,,,78292,P,,93,Emergency medicine,,,IS0037,Outpatient Care,1,1,0
330393918,Provider - 330393918,,,,45505,P,,11,Internal medicine,,,IS0049,Professional Services,1,1,0
330243081,Provider - 330243081,,,,44077,P,,IS0040,Podiatry,,,IS0045,Surgery,8,1,0
330559134,"KELLEY, DOUGLAS MD",,,,53226,P,,IS0052,Ophthalmology,,,IS0042,Radiology,1,1,0
330558163,Provider - 330558163,,,,67201,F,,IS0023,Hospital,,,IS0004,Anesthesia,1,1,0
330559134,"KELLEY, DOUGLAS MD",,,,53744,P,,IS0052,Ophthalmology,,,IS0017,Eye Care,2,1,0
330259014,Provider - 330259014,,,,049386144,F,,IS0023,Hospital,,,IS0033,Operating Room,2,1,0
330544844,"GRODZKI, KATY MD",,,,44101,F,,IS0023,Hospital,,,IS0041,Pulmonary,2,1,0
330422826,Provider - 330422826,,,,44310,P,,01,General Practice,,,IS0023,Hospital,1,1,0
330439990,Provider - 330439990,,,,44212,F,,A1,Skilled Nursing Facility (SNF),,,IS0026,Laboratory,3,1,0
330296921,Provider - 330296921,,,,16686,F,,IS0023,Hospital,,,IS0021,Home Care,1,1,0
330326264,Provider - 330326264,,,,08755,F,,IS0023,Hospital,,,IS0029,Neurology,1,1,0
330544850,"PRATTS, KERRY MD",,,,44194,P,,IS0046,Urology,,,IS0023,Hospital,1,1,0
330345449,Provider - 330345449,,,,16125,F,,IS0023,Hospital,,,IS0000,ALL OTHERS,2,1,0
330308828,Provider - 330308828,,,,48340,F,,93,Emergency medicine,,,IS0037,Outpatient Care,1,1,0
330544320,Provider - 330544320,,,,43214,F,,01,General Practice,,,IS0041,Pulmonary,1,1,0
330351084,Provider - 330351084,,,,15003,P,,11,Internal medicine,,,IS0037,Outpatient Care,1,1,0
330126643,Provider - 330126643,,,,33175,P,,46,Endocrinology,,,IS0037,Outpatient Care,2,1,0
330221704,Provider - 330221704,,,,71210,P,,29,Pulmonary disease,,,IS0041,Pulmonary,1,1,0
330443922,Provider - 330443922,,,,44512,F,,01,General Practice,,,IS0049,Professional Services,3,1,0
330343945,Provider - 330343945,,,,33134,F,,IS0023,Hospital,,,IS0005,Blood Bank,1,1,0
330536141,Provider - 330536141,,,,98026,F,,IS0023,Hospital,,,IS0042,Radiology,1,1,0
330536141,Provider - 330536141,,,,98026,F,,IS0023,Hospital,,,IS0014,Emergency Room,1,1,0
330192740,Provider - 330192740,,,,04243,P,,16,Obstetrics/gynecology,,,IS0026,Laboratory,4,1,0
330010216,Provider - 330010216,,,,85067,F,,IS0023,Hospital,,,IS0023,Hospital,2,1,0
330391401,Provider - 330391401,,,,45501,F,,A1,Skilled Nursing Facility (SNF),,,IS0026,Laboratory,3,1,0
330544712,Provider - 330544712,,,,07189,F,,IS0023,Hospital,,,IS0029,Neurology,2,1,0
330296102,Provider - 330296102,,,,07752,F,,IS0023,Hospital,,,IS0043,Rehabilitation Therapies,4,1,0
330234459,Provider - 330234459,,,,24701,P,,IS0038,Pathology,,,IS0026,Laboratory,12,1,0
330273486,Provider - 330273486,,,,11501,F,,IS0023,Hospital,,,IS0026,Laboratory,9,1,0
330467978,Provider - 330467978,,,,21146,P,,49,Ambulatory surgical center,,,IS0013,Durable Medical Equipment,4,1,0
330410577,Provider - 330410577,,,,44504,P,,IS0006,Cardiology,,,IS0006,Cardiology,3,1,0
330544214,Provider - 330544214,,,,33157,F,,IS0023,Hospital,,,IS0041,Pulmonary,1,1,0
330404357,Provider - 330404357,,,,44102,F,,99,Unknown physician specialty,,,IS0012,Non-PBM Drug,4,1,0
330463900,Provider - 330463900,,,,672017887,F,,IS0023,Hospital,,,IS0029,Neurology,1,1,0
330179913,Provider - 330179913,,,,10469,P,,IS0006,Cardiology,,,IS0006,Cardiology,1,1,0
330028711,Provider - 330028711,,,,02284,F,,IS0023,Hospital,,,IS0012,Non-PBM Drug,1,1,0
330029445,Provider - 330029445,,,,80020,P,,30,Diagnostic radiology,,,,,1,1,0
330065220,Provider - 330065220,,,,31193,F,,IS0023,Hospital,,,IS0026,Laboratory,1,1,0
330559134,"KELLEY, DOUGLAS MD",,,,02114,P,,IS0038,Pathology,,,IS0026,Laboratory,1,1,0
330216795,Provider - 330216795,,,,33359,P,,37,Pediatric medicine,,,IS0017,Eye Care,2,1,0
330418720,Provider - 330418720,,,,44304,F,,16,Obstetrics/gynecology,,,,,1,1,0
330544737,Provider - 330544737,,,,33102,P,,30,Diagnostic radiology,,,,,3,1,0
330238396,Provider - 330238396,,,,85072,P,,97,Physician Assistant (PA),,,IS0047,Vascular Surgery,1,1,0
330216087,Provider - 330216087,,,,44194,P,,26,Psychiatry,,,IS0023,Hospital,5,1,0
330011469,Provider - 330011469,,,,44194,F,,IS0023,Hospital,,,IS0023,Hospital,5,1,0
330463722,Provider - 330463722,,,,672018493,F,,IS0023,Hospital,,,IS0026,Laboratory,1,1,0
330351719,"STEEN, NICOLE MD",,,,15232,P,,97,Physician Assistant (PA),,,IS0035,Other Supplies,1,1,0
330544799,"CARROLL, MIKE MD",,,,44266,F,,IS0023,Hospital,,,IS0049,Professional Services,1,1,0
330544847,"FARNY, KATE MD",,,,44504,F,,IS0023,Hospital,,,IS0043,Rehabilitation Therapies,3,1,0
330544844,"GRODZKI, KATY MD",,,,44111,F,,A1,Skilled Nursing Facility (SNF),,,IS0043,Rehabilitation Therapies,16,1,0
330402909,Provider - 330402909,,,,44311,P,,59,Ambulance service supplier,,,IS0002,Ambulance,4,1,0
330544621,"CONTI, PAUL MD",,,,33016,P,,IS0029,Neurology,,,IS0034,Orthopedics,1,1,0
330345449,Provider - 330345449,,,,16125,F,,IS0023,Hospital,,,IS0035,Other Supplies,1,1,0
330259014,Provider - 330259014,,,,049386144,F,,IS0023,Hospital,,,IS0029,Neurology,1,1,0
330350905,Provider - 330350905,,,,15224,P,,IS0011,Dermatology,,,IS0011,Dermatology,4,1,0
330351415,Provider - 330351415,,,,15317,F,,IS0023,Hospital,,,IS0006,Cardiology,2,1,0
330359048,Provider - 330359048,,,,15108,P,,01,General Practice,,,IS0037,Outpatient Care,2,1,0
330312863,Provider - 330312863,,,,33139,P,,IS0011,Dermatology,,,IS0011,Dermatology,2,1,0
330402595,Provider - 330402595,,,,44113,F,,IS0023,Hospital,,,IS0011,Dermatology,9,1,0
330544457,Provider - 330544457,,,,45429,F,,01,General Practice,,,IS0047,Vascular Surgery,1,1,0
330351124,Provider - 330351124,,,,16602,F,,IS0023,Hospital,,,IS0037,Outpatient Care,2,1,0
330047202,Provider - 330047202,,,,30384,F,,IS0023,Hospital,,,IS0023,Hospital,1,1,0
330192740,Provider - 330192740,,,,04243,P,,16,Obstetrics/gynecology,,,IS0000,ALL OTHERS,1,1,0
330509842,Provider - 330509842,,,,33915,F,,IS0023,Hospital,,,IS0026,Laboratory,4,1,0
330443908,Provider - 330443908,,,,44512,P,,11,Internal medicine,,,IS0012,Non-PBM Drug,2,1,0
330544799,"CARROLL, MIKE MD",,,,44266,F,,IS0023,Hospital,,,IS0012,Non-PBM Drug,3,1,0
330375049,Provider - 330375049,,,,44307,P,,09,Gynecology (Osteopaths only),,,IS0023,Hospital,5,1,0
330544311,Provider - 330544311,,,,452634856,F,,IS0023,Hospital,,,IS0043,Rehabilitation Therapies,4,1,0
330179504,Provider - 330179504,,,,44004,P,,IS0040,Podiatry,,,IS0044,Skilled Nursing Facility,2,1,0
330463900,Provider - 330463900,,,,672017887,F,,IS0023,Hospital,,,IS0023,Hospital,1,1,0
330544307,Provider - 330544307,,,,452630042,F,,IS0023,Hospital,,,IS0029,Neurology,1,1,0
330357538,Provider - 330357538,,,,07718,P,,49,Ambulatory surgical center,,,IS0037,Outpatient Care,1,1,0
330494622,Provider - 330494622,,,,33744,P,,01,General Practice,,,IS0011,Dermatology,2,1,0
330233261,Provider - 330233261,,,,33157,P,,IS0040,Podiatry,,,,,1,1,0
330066658,Provider - 330066658,,,,44004,P,,IS0028,Nephrology,,,IS0023,Hospital,8,1,0
330544844,"GRODZKI, KATY MD",,,,44101,F,,IS0023,Hospital,,,IS0035,Other Supplies,2,1,0
330326264,Provider - 330326264,,,,08755,F,,99,Unknown physician specialty,,,IS0021,Home Care,1,1,0
330084412,Provider - 330084412,,,,77242,P,,IS0038,Pathology,,,IS0026,Laboratory,24,1,0
330544215,"GIOIOSO, CHELSEY MD",,,,33029,F,,IS0023,Hospital,,,IS0014,Emergency Room,4,1,0
330544186,"LEWES, ADAM MD",,,,60515,F,,01,General Practice,,,IS0037,Outpatient Care,1,1,0
330343384,Provider - 330343384,,,,33156,P,,11,Internal medicine,,,IS0023,Hospital,3,1,0
330244832,Provider - 330244832,,,,24701,P,,IS0038,Pathology,,,IS0026,Laboratory,10,1,0
330251909,Provider - 330251909,,,,85285,F,,54,"Medical supply company (not included in 51, 52, 53)",,,,,3,1,0
330559134,"KELLEY, DOUGLAS MD",,,,77469,P,,IS0019,Gastroenterology,,,IS0019,Gastroenterology,2,1,0
330099820,Provider - 330099820,,,,05301,P,,16,Obstetrics/gynecology,,,IS0026,Laboratory,2,1,0
330544457,Provider - 330544457,,,,45429,F,,01,General Practice,,,IS0043,Rehabilitation Therapies,1,1,0
330194964,Provider - 330194964,,,,29209,P,,IS0009,Chiropractic,,,IS0043,Rehabilitation Therapies,1,1,0
330096770,Provider - 330096770,,,,95404,P,,IS0009,Chiropractic,,,IS0037,Outpatient Care,22,1,0
330197594,Provider - 330197594,,,,67201,P,,05,Anesthesiology,,,IS0004,Anesthesia,1,1,0
330181364,Provider - 330181364,,,,04241,P,,30,Diagnostic radiology,,,IS0031,Obstetrics/Gynecology,1,1,0
330234127,Provider - 330234127,,,,78292,P,,93,Emergency medicine,,,IS0041,Pulmonary,1,1,0
330559134,"KELLEY, DOUGLAS MD",,,,06115,P,,01,General Practice,,,IS0023,Hospital,11,1,0
330525196,Provider - 330525196,,,,15146,P,,30,Diagnostic radiology,,,IS0047,Vascular Surgery,1,1,0
330298669,Provider - 330298669,,,,44514,F,,A1,Skilled Nursing Facility (SNF),,,IS0043,Rehabilitation Therapies,27,1,0
330095803,Provider - 330095803,,,,89130,F,,30,Diagnostic radiology,,,IS0042,Radiology,19,1,0
330345464,Provider - 330345464,,,,16125,F,,A1,Skilled Nursing Facility (SNF),,,IS0032,Oncology,12,1,0
330403698,Provider - 330403698,,,,44471,P,,59,Ambulance service supplier,,,IS0002,Ambulance,4,1,0
330333018,Provider - 330333018,,,,17011,F,,IS0023,Hospital,,,IS0000,ALL OTHERS,1,1,0
330318603,Provider - 330318603,,,,08087,F,,A1,Skilled Nursing Facility (SNF),,,IS0012,Non-PBM Drug,1,1,0
330544228,"FISCH, STINE MD",,,,33186,P,,16,Obstetrics/gynecology,,,,,1,1,0
330250232,Provider - 330250232,,,,67201,F,,AC17,Dialysis,,,IS0026,Laboratory,1,1,0
330067557,Provider - 330067557,,,,10023,P,,26,Psychiatry,,,IS0023,Hospital,1,1,0
330544307,Provider - 330544307,,,,452630042,F,,IS0023,Hospital,,,IS0013,Durable Medical Equipment,1,1,0
330544215,"GIOIOSO, CHELSEY MD",,,,33029,F,,IS0023,Hospital,,,IS0035,Other Supplies,1,1,0
330544127,Provider - 330544127,,,,90048,F,,01,General Practice,,,IS0038,Pathology,2,1,0
330359048,Provider - 330359048,,,,15108,P,,01,General Practice,,,IS0003,Ambulatory Services,2,1,0
330544320,Provider - 330544320,,,,43214,F,,01,General Practice,,,IS0005,Blood Bank,2,1,0
330358717,Provider - 330358717,,,,33146,P,,16,Obstetrics/gynecology,,,IS0023,Hospital,1,1,0
330559134,"KELLEY, DOUGLAS MD",,,,43222,F,,72,Diagnostic laboratory,,,IS0026,Laboratory,4,1,0
330306169,Provider - 330306169,,,,44086,P,,30,Diagnostic radiology,,,IS0042,Radiology,1,1,0
330407152,Provider - 330407152,,,,44130,P,,11,Internal medicine,,,IS0023,Hospital,5,1,0
330243081,Provider - 330243081,,,,44077,P,,IS0040,Podiatry,,,IS0037,Outpatient Care,3,1,0
330463900,Provider - 330463900,,,,67201,F,,70,Multi-specialty Clinic or Group,,,IS0041,Pulmonary,1,1,0
330544311,Provider - 330544311,,,,452634856,F,,IS0023,Hospital,,,IS0006,Cardiology,1,1,0
330345449,Provider - 330345449,,,,16125,F,,IS0023,Hospital,,,IS0012,Non-PBM Drug,4,1,0
330019822,Provider - 330019822,,,,53268,P,,IS0011,Dermatology,,,IS0037,Outpatient Care,1,1,0
330439990,Provider - 330439990,,,,44212,F,,A1,Skilled Nursing Facility (SNF),,,IS0035,Other Supplies,3,1,0
330506052,Provider - 330506052,,,,07724,F,,IS0023,Hospital,,,IS0043,Rehabilitation Therapies,2,1,0
330421565,Provider - 330421565,,,,44130,F,,A1,Skilled Nursing Facility (SNF),,,IS0023,Hospital,4,1,0
330319896,Provider - 330319896,,,,08050,F,,IS0023,Hospital,,,IS0006,Cardiology,1,1,0
330107878,Provider - 330107878,,,,44193,P,,30,Diagnostic radiology,,,IS0042,Radiology,2,1,0
330469593,Provider - 330469593,,,,85739,F,,IS0023,Hospital,,,IS0006,Cardiology,1,1,0
330544387,Provider - 330544387,,,,38401,F,,72,Diagnostic laboratory,,,IS0026,Laboratory,1,1,0
330544839,"LEON, AUDREY MD",,,,44304,F,,01,General Practice,,,IS0000,ALL OTHERS,2,1,0
330544188,"LATTIMER, DANIELLE MD",,,1346235314,606781382,F,,70,Multi-specialty Clinic or Group,,,IS0037,Outpatient Care,1,1,0
330544214,Provider - 330544214,,,,33157,F,,IS0023,Hospital,,,IS0026,Laboratory,17,3,0
330097708,Provider - 330097708,,,,27216,F,,72,Diagnostic laboratory,,,IS0005,Blood Bank,2,1,0
330192740,Provider - 330192740,,,,04243,P,,16,Obstetrics/gynecology,,,IS0037,Outpatient Care,1,1,0
330544843,"AKHAVAN, SUZANNE MD",,,,44193,F,,01,General Practice,,,IS0023,Hospital,1,1,0
330234711,Provider - 330234711,,,,33416,P,,IS0038,Pathology,,,IS0026,Laboratory,5,2,0
330246049,Provider - 330246049,,,,15251,P,,11,Internal medicine,,,,,1,1,0
330422223,Provider - 330422223,,,,44145,F,,IS0023,Hospital,,,IS0026,Laboratory,4,1,0
330374085,Provider - 330374085,,,,44333,P,,62,Psychologist,,,IS0027,Mental Health,10,1,0
330343520,Provider - 330343520,,,,16602,F,,IS0023,Hospital,,,IS0026,Laboratory,4,1,0
330345464,Provider - 330345464,,,,16125,F,,A1,Skilled Nursing Facility (SNF),,,IS0023,Hospital,2,1,0
330559134,"KELLEY, DOUGLAS MD",,,,70162,P,,01,General Practice,,,IS0028,Nephrology,3,1,0
330463900,Provider - 330463900,,,,67201,F,,70,Multi-specialty Clinic or Group,,,IS0012,Non-PBM Drug,4,1,0
330421565,Provider - 330421565,,,,44130,F,,A1,Skilled Nursing Facility (SNF),,,IS0035,Other Supplies,1,1,0
330415029,Provider - 330415029,,,,44101,P,,49,Ambulatory surgical center,,,IS0042,Radiology,1,1,0
330544214,Provider - 330544214,,,,33157,F,,IS0023,Hospital,,,IS0042,Radiology,8,2,0
330318603,Provider - 330318603,,,,08087,F,,IS0023,Hospital,,,IS0023,Hospital,1,1,0
330544214,Provider - 330544214,,,,33157,F,,IS0023,Hospital,,,IS0035,Other Supplies,2,1,0
